system:index,_row,block_id,lat,lon,y,.geo
00000000000000000f55,3925,45_74,53.418869787529104,-10.17287799381767,0,"{""type"":""Point"",""coordinates"":[-10.17287799381767,53.41886978752911]}"
00000000000000000f6b,3947,45_74,53.420745173960405,-10.162141847018344,0,"{""type"":""Point"",""coordinates"":[-10.16214184701834,53.420745173960405]}"
00000000000000000f72,3954,45_74,53.41860226668902,-10.130366844507044,0,"{""type"":""Point"",""coordinates"":[-10.130366844507044,53.41860226668902]}"
00000000000000000f8d,3981,45_74,53.439576263717086,-10.127894394525674,0,"{""type"":""Point"",""coordinates"":[-10.127894394525674,53.43957626371709]}"
00000000000000000fa6,4006,45_74,53.44930185428341,-10.12676985519081,0,"{""type"":""Point"",""coordinates"":[-10.12676985519081,53.44930185428341]}"
00000000000000000f22,3874,45_75,53.50763003578552,-10.131016436726828,0,"{""type"":""Point"",""coordinates"":[-10.131016436726828,53.507630035785525]}"
00000000000000000f6d,3949,45_75,53.563934154683885,-10.154390758876405,0,"{""type"":""Point"",""coordinates"":[-10.154390758876405,53.563934154683885]}"
00000000000000000f6e,3950,45_75,53.542161175018,-10.183051775309924,0,"{""type"":""Point"",""coordinates"":[-10.183051775309925,53.542161175018]}"
00000000000000000f7a,3962,45_75,53.5293963931836,-10.133481907005455,0,"{""type"":""Point"",""coordinates"":[-10.133481907005455,53.5293963931836]}"
00000000000000000f9d,3997,45_75,53.55947963891357,-10.124596521142283,0,"{""type"":""Point"",""coordinates"":[-10.124596521142283,53.55947963891357]}"
00000000000000000fbb,4027,46_73,53.38833358072296,-9.968158529378872,0,"{""type"":""Point"",""coordinates"":[-9.968158529378874,53.38833358072296]}"
00000000000000000fbc,4028,46_73,53.37306807856657,-9.97073033346767,0,"{""type"":""Point"",""coordinates"":[-9.970730333467667,53.37306807856657]}"
00000000000000000f7d,3965,46_74,53.4501293681567,-10.100315458079551,0,"{""type"":""Point"",""coordinates"":[-10.100315458079551,53.4501293681567]}"
00000000000000000f83,3971,46_74,53.41406393991978,-10.081450198492114,0,"{""type"":""Point"",""coordinates"":[-10.081450198492114,53.41406393991978]}"
00000000000000000f8c,3980,46_74,53.45443305323033,-10.058025281201164,0,"{""type"":""Point"",""coordinates"":[-10.058025281201163,53.45443305323033]}"
00000000000000000fc3,4035,46_74,53.42099114851613,-10.070159626217071,0,"{""type"":""Point"",""coordinates"":[-10.07015962621707,53.42099114851613]}"
00000000000000000e0b,3595,46_75,53.49535516532552,-10.061287913617912,0,"{""type"":""Point"",""coordinates"":[-10.061287913617912,53.49535516532552]}"
00000000000000000f12,3858,46_75,53.508932455134286,-10.102634760234578,0,"{""type"":""Point"",""coordinates"":[-10.10263476023458,53.50893245513429]}"
00000000000000000f43,3907,46_75,53.56373696465482,-10.015162505684634,0,"{""type"":""Point"",""coordinates"":[-10.015162505684634,53.56373696465482]}"
00000000000000000f56,3926,46_75,53.56301086034189,-9.97410205353677,0,"{""type"":""Point"",""coordinates"":[-9.97410205353677,53.5630108603419]}"
00000000000000000f57,3927,46_75,53.55088886009602,-9.986016944556054,0,"{""type"":""Point"",""coordinates"":[-9.986016944556052,53.55088886009603]}"
00000000000000000f5b,3931,46_75,53.54837526325036,-10.000957993033389,0,"{""type"":""Point"",""coordinates"":[-10.00095799303339,53.548375263250364]}"
00000000000000000f61,3937,46_75,53.56403611887089,-10.097593804419237,0,"{""type"":""Point"",""coordinates"":[-10.097593804419237,53.56403611887089]}"
00000000000000000faa,4010,46_75,53.56342826696304,-10.029698817800956,0,"{""type"":""Point"",""coordinates"":[-10.029698817800954,53.56342826696303]}"
00000000000000000f5a,3930,46_76,53.58698044983949,-10.035569784043904,0,"{""type"":""Point"",""coordinates"":[-10.035569784043904,53.586980449839494]}"
00000000000000000f79,3961,46_76,53.58045999876856,-10.01518789409261,0,"{""type"":""Point"",""coordinates"":[-10.01518789409261,53.58045999876857]}"
00000000000000000f86,3974,46_76,53.60484410510406,-9.97721627460241,0,"{""type"":""Point"",""coordinates"":[-9.977216274602412,53.60484410510406]}"
00000000000000000ee6,3814,46_79,53.89131968365922,-9.9884798912819,0,"{""type"":""Point"",""coordinates"":[-9.988479891281898,53.891319683659226]}"
000000000000000010a0,4256,46_79,53.9188317086366,-10.005374844230747,0,"{""type"":""Point"",""coordinates"":[-10.005374844230746,53.9188317086366]}"
00000000000000000e66,3686,46_81,54.10077244447732,-10.095068299930947,0,"{""type"":""Point"",""coordinates"":[-10.095068299930947,54.10077244447732]}"
00000000000000000e7c,3708,46_81,54.09805028691684,-10.11506572260226,0,"{""type"":""Point"",""coordinates"":[-10.11506572260226,54.098050286916845]}"
00000000000000000e84,3716,46_81,54.09557548980918,-10.071386280670506,0,"{""type"":""Point"",""coordinates"":[-10.071386280670506,54.09557548980918]}"
00000000000000000e48,3656,46_82,54.12283081946863,-10.0946358990561,0,"{""type"":""Point"",""coordinates"":[-10.0946358990561,54.12283081946863]}"
00000000000000000e4e,3662,46_82,54.18610174787892,-10.07785500732948,0,"{""type"":""Point"",""coordinates"":[-10.07785500732948,54.18610174787893]}"
00000000000000000e56,3670,46_82,54.19793236145064,-10.047093585665396,0,"{""type"":""Point"",""coordinates"":[-10.047093585665396,54.19793236145064]}"
00000000000000000e5a,3674,46_82,54.17908428953143,-10.059535134024792,0,"{""type"":""Point"",""coordinates"":[-10.059535134024792,54.17908428953143]}"
00000000000000000e5d,3677,46_82,54.14984428160544,-10.06169592022901,0,"{""type"":""Point"",""coordinates"":[-10.06169592022901,54.149844281605446]}"
00000000000000000e6e,3694,46_82,54.19276232763927,-10.089666109702955,0,"{""type"":""Point"",""coordinates"":[-10.089666109702957,54.19276232763927]}"
00000000000000000e77,3703,46_82,54.15379856200251,-10.097546440603844,0,"{""type"":""Point"",""coordinates"":[-10.097546440603844,54.15379856200251]}"
00000000000000000e7d,3709,46_82,54.12056886364944,-10.118109094819618,0,"{""type"":""Point"",""coordinates"":[-10.118109094819618,54.12056886364943]}"
00000000000000000e85,3717,46_82,54.1246359291365,-10.0682002755497,0,"{""type"":""Point"",""coordinates"":[-10.0682002755497,54.1246359291365]}"
00000000000000000e88,3720,46_82,54.13180523203361,-10.116846235238617,0,"{""type"":""Point"",""coordinates"":[-10.116846235238617,54.131805232033614]}"
00000000000000000e89,3721,46_82,54.170656046375534,-10.088214781973344,0,"{""type"":""Point"",""coordinates"":[-10.088214781973344,54.17065604637554]}"
00000000000000000f28,3880,46_82,54.13256625304231,-10.071043456135872,0,"{""type"":""Point"",""coordinates"":[-10.071043456135872,54.13256625304231]}"
00000000000000000e49,3657,46_83,54.251728454201256,-10.04549093351806,0,"{""type"":""Point"",""coordinates"":[-10.045490933518062,54.251728454201256]}"
00000000000000000e5c,3676,46_83,54.2288900824521,-10.018167111121658,0,"{""type"":""Point"",""coordinates"":[-10.018167111121658,54.2288900824521]}"
00000000000000000e61,3681,46_83,54.22369317065597,-10.05082133324502,0,"{""type"":""Point"",""coordinates"":[-10.05082133324502,54.22369317065597]}"
00000000000000000e70,3696,46_83,54.206376115953866,-10.072465168615658,0,"{""type"":""Point"",""coordinates"":[-10.072465168615656,54.206376115953866]}"
00000000000000000e76,3702,46_83,54.21567359934176,-10.015958847075316,0,"{""type"":""Point"",""coordinates"":[-10.015958847075316,54.21567359934176]}"
00000000000000000e7b,3707,46_83,54.213661277787466,-10.044191982113656,0,"{""type"":""Point"",""coordinates"":[-10.044191982113656,54.213661277787466]}"
00000000000000000e8c,3724,46_83,54.230314475715474,-10.07240660741586,0,"{""type"":""Point"",""coordinates"":[-10.07240660741586,54.23031447571547]}"
00000000000000000f4e,3918,46_83,54.26470627113281,-10.01383771990706,0,"{""type"":""Point"",""coordinates"":[-10.01383771990706,54.26470627113281]}"
00000000000000000f9a,3994,47_72,53.303841245289966,-9.870490467870646,0,"{""type"":""Point"",""coordinates"":[-9.870490467870646,53.30384124528997]}"
00000000000000000f62,3938,47_73,53.332677811646406,-9.89785857285742,0,"{""type"":""Point"",""coordinates"":[-9.897858572857418,53.332677811646406]}"
00000000000000000fb8,4024,47_74,53.47240888601514,-9.814969240919512,0,"{""type"":""Point"",""coordinates"":[-9.814969240919512,53.47240888601514]}"
00000000000000000fe6,4070,47_74,53.47248718150511,-9.84797244374214,0,"{""type"":""Point"",""coordinates"":[-9.84797244374214,53.47248718150511]}"
00000000000000000f5d,3933,47_76,53.60038334346503,-9.947850609443815,0,"{""type"":""Point"",""coordinates"":[-9.947850609443817,53.60038334346504]}"
00000000000000000f7e,3966,47_76,53.617208878583554,-9.860076694747194,0,"{""type"":""Point"",""coordinates"":[-9.860076694747193,53.61720887858356]}"
00000000000000000f81,3969,47_76,53.61360075874693,-9.88164894693446,0,"{""type"":""Point"",""coordinates"":[-9.881648946934462,53.61360075874693]}"
00000000000000000fc6,4038,47_76,53.652748798419694,-9.882469351118951,0,"{""type"":""Point"",""coordinates"":[-9.882469351118951,53.652748798419694]}"
00000000000000000ffb,4091,47_76,53.66041177577852,-9.911525136201146,0,"{""type"":""Point"",""coordinates"":[-9.911525136201146,53.66041177577853]}"
00000000000000001000,4096,47_76,53.65598044259296,-9.86257001585753,0,"{""type"":""Point"",""coordinates"":[-9.86257001585753,53.65598044259296]}"
0000000000000000104d,4173,47_76,53.588537182447865,-9.898809728639108,0,"{""type"":""Point"",""coordinates"":[-9.898809728639108,53.588537182447865]}"
000000000000000011b8,4536,47_76,53.6433863453516,-9.884124105857367,0,"{""type"":""Point"",""coordinates"":[-9.884124105857365,53.64338634535159]}"
00000000000000000daf,3503,47_77,53.68983570726123,-9.858175071080982,0,"{""type"":""Point"",""coordinates"":[-9.858175071080982,53.68983570726123]}"
00000000000000000dbe,3518,47_77,53.74662388241677,-9.885936203038282,0,"{""type"":""Point"",""coordinates"":[-9.885936203038284,53.74662388241677]}"
00000000000000000dd0,3536,47_77,53.73374331581058,-9.889602900043306,0,"{""type"":""Point"",""coordinates"":[-9.889602900043307,53.73374331581058]}"
00000000000000000dd1,3537,47_77,53.69054490045358,-9.8954947855548,0,"{""type"":""Point"",""coordinates"":[-9.895494785554801,53.69054490045359]}"
00000000000000000de3,3555,47_77,53.71593422033485,-9.85620474847065,0,"{""type"":""Point"",""coordinates"":[-9.856204748470653,53.71593422033485]}"
00000000000000000ffe,4094,47_77,53.673355628425455,-9.894874267361027,0,"{""type"":""Point"",""coordinates"":[-9.894874267361027,53.673355628425455]}"
00000000000000000d94,3476,47_78,53.76426184581776,-9.86764783285984,0,"{""type"":""Point"",""coordinates"":[-9.86764783285984,53.76426184581776]}"
00000000000000000ebb,3771,47_79,53.88718741828199,-9.968783523443712,0,"{""type"":""Point"",""coordinates"":[-9.968783523443712,53.88718741828199]}"
00000000000000000ed6,3798,47_79,53.877077431200135,-9.958408711936686,0,"{""type"":""Point"",""coordinates"":[-9.958408711936688,53.877077431200135]}"
000000000000000010e8,4328,47_79,53.87050529695976,-9.930900577804431,0,"{""type"":""Point"",""coordinates"":[-9.930900577804431,53.87050529695976]}"
00000000000000000eb8,3768,47_80,54.02010788079195,-9.977283695185472,0,"{""type"":""Point"",""coordinates"":[-9.977283695185472,54.020107880791954]}"
000000000000000010fe,4350,47_80,53.98068449232673,-9.848824526173946,0,"{""type"":""Point"",""coordinates"":[-9.848824526173946,53.98068449232673]}"
00000000000000000f0d,3853,47_81,54.07396785924112,-9.961339655353347,0,"{""type"":""Point"",""coordinates"":[-9.961339655353346,54.073967859241115]}"
00000000000000001180,4480,47_81,54.04649251849457,-9.905306919219088,0,"{""type"":""Point"",""coordinates"":[-9.905306919219088,54.046492518494574]}"
0000000000000000118d,4493,47_81,54.07224681951938,-9.871988036797363,0,"{""type"":""Point"",""coordinates"":[-9.871988036797363,54.07224681951938]}"
00000000000000001190,4496,47_81,54.03896108368884,-9.901436022654124,0,"{""type"":""Point"",""coordinates"":[-9.901436022654124,54.03896108368885]}"
000000000000000011ed,4589,47_81,54.03849373539022,-9.85601450085983,0,"{""type"":""Point"",""coordinates"":[-9.856014500859832,54.03849373539022]}"
00000000000000000efc,3836,47_82,54.15941905709627,-9.940851025329785,0,"{""type"":""Point"",""coordinates"":[-9.940851025329787,54.15941905709628]}"
00000000000000000f03,3843,47_82,54.12669256262473,-9.911769019319712,0,"{""type"":""Point"",""coordinates"":[-9.911769019319712,54.12669256262473]}"
00000000000000000f0a,3850,47_82,54.16978941809254,-9.949116056422532,0,"{""type"":""Point"",""coordinates"":[-9.949116056422532,54.16978941809254]}"
00000000000000000f10,3856,47_82,54.128892306575096,-9.936042807054386,0,"{""type"":""Point"",""coordinates"":[-9.936042807054388,54.1288923065751]}"
00000000000000000f15,3861,47_82,54.195485189883456,-9.950922579839435,0,"{""type"":""Point"",""coordinates"":[-9.950922579839437,54.19548518988345]}"
00000000000000000f25,3877,47_82,54.181674763743565,-9.976268181307512,0,"{""type"":""Point"",""coordinates"":[-9.97626818130751,54.181674763743565]}"
00000000000000000f52,3922,47_82,54.136294991060026,-9.93891283662429,0,"{""type"":""Point"",""coordinates"":[-9.93891283662429,54.136294991060026]}"
000000000000000010a5,4261,47_82,54.12380289774696,-9.860513177066464,0,"{""type"":""Point"",""coordinates"":[-9.860513177066466,54.12380289774696]}"
00000000000000001125,4389,47_82,54.19289927635896,-9.848261779846224,0,"{""type"":""Point"",""coordinates"":[-9.848261779846224,54.192899276358965]}"
00000000000000001175,4469,47_82,54.1402696379119,-9.843790414915658,0,"{""type"":""Point"",""coordinates"":[-9.843790414915658,54.1402696379119]}"
00000000000000000f2f,3887,47_83,54.26231549140449,-9.926479918044736,0,"{""type"":""Point"",""coordinates"":[-9.926479918044738,54.26231549140449]}"
00000000000000000f42,3906,47_83,54.28283643548062,-9.979248852669944,0,"{""type"":""Point"",""coordinates"":[-9.979248852669945,54.28283643548062]}"
00000000000000000f46,3910,47_83,54.26550492829044,-9.981918278427912,0,"{""type"":""Point"",""coordinates"":[-9.981918278427912,54.26550492829044]}"
000000000000000010d7,4311,47_83,54.23169848491391,-9.887585539568096,0,"{""type"":""Point"",""coordinates"":[-9.887585539568096,54.231698484913906]}"
0000000000000000101d,4125,48_72,53.26193248715354,-9.749451430711073,0,"{""type"":""Point"",""coordinates"":[-9.749451430711073,53.26193248715354]}"
00000000000000001024,4132,48_72,53.30029564718157,-9.785790797723536,0,"{""type"":""Point"",""coordinates"":[-9.785790797723537,53.30029564718157]}"
00000000000000001042,4162,48_72,53.24881754724095,-9.745425345037749,0,"{""type"":""Point"",""coordinates"":[-9.74542534503775,53.24881754724095]}"
0000000000000000100a,4106,48_73,53.33514791025982,-9.710095401054154,0,"{""type"":""Point"",""coordinates"":[-9.710095401054154,53.33514791025982]}"
00000000000000001038,4152,48_73,53.36861847961228,-9.763405990286962,0,"{""type"":""Point"",""coordinates"":[-9.763405990286962,53.36861847961228]}"
00000000000000001084,4228,48_73,53.33851123662066,-9.658341896357443,0,"{""type"":""Point"",""coordinates"":[-9.658341896357442,53.338511236620654]}"
00000000000000000faf,4015,48_74,53.4786788421691,-9.73402897104942,0,"{""type"":""Point"",""coordinates"":[-9.73402897104942,53.47867884216911]}"
00000000000000000f7c,3964,48_75,53.53440421253004,-9.795296325762347,0,"{""type"":""Point"",""coordinates"":[-9.795296325762346,53.53440421253004]}"
00000000000000000fb7,4023,48_75,53.514407048464726,-9.70529000374731,0,"{""type"":""Point"",""coordinates"":[-9.705290003747308,53.514407048464726]}"
00000000000000000fc4,4036,48_75,53.57388870607238,-9.73808882555561,0,"{""type"":""Point"",""coordinates"":[-9.738088825555609,53.573888706072374]}"
00000000000000000fdf,4063,48_75,53.56286578934842,-9.71046871987016,0,"{""type"":""Point"",""coordinates"":[-9.71046871987016,53.56286578934842]}"
00000000000000001052,4178,48_75,53.56963464166341,-9.670224950202496,0,"{""type"":""Point"",""coordinates"":[-9.670224950202496,53.56963464166341]}"
0000000000000000105c,4188,48_75,53.55569895846519,-9.668846004461548,0,"{""type"":""Point"",""coordinates"":[-9.668846004461548,53.55569895846519]}"
00000000000000000fc7,4039,48_76,53.60385599043788,-9.773644724948149,0,"{""type"":""Point"",""coordinates"":[-9.77364472494815,53.60385599043788]}"
00000000000000000fdc,4060,48_76,53.63352774141185,-9.776642952129713,0,"{""type"":""Point"",""coordinates"":[-9.776642952129713,53.63352774141185]}"
